xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(127026, 82729, 5799)	127026	82729	5799	79381098131578977	720575940618422875	L		AN	AN_GNG_155			GABA	0.49	unk		
(129978, 81590, 5798)	129978	81590	5798	79592135644639825	720575940604091308	L		AN	AN_GNG_AVLP_1			ACH	0.82	ACH		
(125278, 76848, 5798)	125278	76848	5798	79239948326385848	720575940650875769	L		AN	AN_GNG_175			GLUT	0.53	unk		
(125298, 77999, 5798)	125298	77999	5798	79240017045844659	720575940616356672	L		SA	SA_DMT_DMetaN_8	DMT		ACH	0.71	ACH		
(130006, 82189, 5798)	130006	82189	5798	79592135644645376	720575940618556142	L		AN	AN_GNG_165				0	unk		
(130368, 82077, 5798)	130368	82077	5798	79592135644646621	720575940624339996	L		AN	AN_GNG_165			ACH	0.89	ACH		
(130652, 83951, 5798)	130652	83951	5798	79592273083597405	720575940618586862	L		SA	SA_VTV_4	VTV		ACH	0.42	unk		
(130586, 83772, 5798)	130586	83772	5798	79592273083592734	720575940629717097	L		SA	SA_VTV_5	VTV		GLUT	0.45	unk		
(126646, 80252, 5798)	126646	80252	5798	79310523228956876	720575940619657972	L		AN	AN_GNG_15			ACH	0.97	ACH		
(130648, 77794, 5798)	130648	77794	5798	79591860766750269	720575940622259811	L		AN	AN_GNG_LAL_1			ACH	0.81	ACH		
(128815, 83478, 5798)	128815	83478	5798	79451466875757787	720575940618608110	L		AN	AN_GNG_48			ACH	0.86	ACH		
(129623, 82958, 5798)	129623	82958	5798	79521835619948255	720575940629725033	L		AN	AN_AVLP_GNG_16			GABA	0.71	GABA		
(129885, 83110, 5798)	129885	83110	5798	79521835619944589	720575940617422941	L		AN	AN_GNG_120			GLUT	0.71	GLUT		
(126390, 79978, 5798)	126390	79978	5798	79310523228973979	720575940618699841	L		AN	AN_GNG_172			ACH	0.82	ACH		
(129349, 76618, 5798)	129349	76618	5798	79521423303097602	720575940629438531	L		SA	SA_DMT_DMetaN_unmatched	DMT		SER	0.41	unk		
(130802, 76788, 5798)	130802	76788	5798	79591792047280146	720575940631262252	L		AN	AN_multi_41			GABA	0.55	unk		
(129477, 82439, 5798)	129477	82439	5798	79521766900474747	720575940618899041	L		AN	AN_AVLP_53			ACH	0.88	ACH		
(130166, 81248, 5798)	130166	81248	5798	79592066925180831	720575940612373362	L		AN	AN_GNG_148			ACH	0.91	ACH		
(127350, 81310, 5798)	127350	81310	5798	79380960692623614	720575940629439043	L		AN	AN_SPS_IPS_3			ACH	0.93	ACH		
(129994, 77011, 5798)	129994	77011	5798	79591792047282837	720575940619079152	L		AN	AN_GNG_IPS_14			ACH	0.83	ACH		
(128667, 81275, 5798)	128667	81275	5798	79451329436812227	720575940639652678	L		AN	AN_GNG_178			GABA	0.64	GABA		
(129233, 73046, 5793)	129233	73046	5793	79521148424950708	720575940630424407	L		AN	AN_GNG_53			ACH	0.82	ACH		
(130153, 82355, 5798)	130153	82355	5798	79592135644648072	720575940622510323	L		AN	AN_GNG_165			ACH	0.95	ACH		
(130661, 83903, 5798)	130661	83903	5798	79592273083591727	720575940640177280	L		AN	AN_GNG_SAD_14			GABA	0.41	unk		
(126109, 79951, 5798)	126109	79951	5798	79310523228983134	720575940619241456	L		AN	AN_SPS_IPS_2			ACH	0.99	ACH		
(129501, 82127, 5798)	129501	82127	5798	79521766900489729	720575940633764247	L		AN	AN_GNG_SAD_5			SER	0.69	other		
(129322, 83173, 5798)	129322	83173	5798	79521835619943405	720575940633292769	L		AN	AN_GNG_SAD_26			OCT	0.69	other		
(130493, 81524, 5798)	130493	81524	5798	79592066925174074	720575940629921835	L		AN	AN_GNG_164			ACH	0.87	ACH		
(130686, 84222, 5798)	130686	84222	5798	79592273083595200	720575940639606747	L		AN	AN_GNG_100			GABA	0.83	GABA		
(130570, 83315, 5798)	130570	83315	5798	79592204364125577	720575940614633122	L		AN	AN_AVLP_PVLP_5			ACH	0.9	ACH	hb-1197455013	
(126397, 80391, 5798)	126397	80391	5798	79310523228975334	720575940619657989	L		AN	AN_GNG_17				0	unk		
(130494, 83838, 5798)	130494	83838	5798	79592273083593884	720575940619668741	L		SA	SA_VTV_6	VTV		SER	0.99	other		
(128845, 83849, 5798)	128845	83849	5798	79451535595216929	720575940639429504	L		AN	AN_multi_115			ACH	0.95	ACH		
(126102, 79870, 5798)	126102	79870	5798	79310523228979414	720575940622025989	L		AN	AN_GNG_173			ACH	0.95	ACH		
(127998, 82629, 5799)	127998	82629	5799	79451466875760780	720575940612422654	L		AN	AN_AVLP_40			ACH	0.83	ACH		
(130057, 84201, 5799)	130057	84201	5799	79592273083596325	720575940640912291	L		SA	SA_VTV_6	VTV		SER	0.91	other		
(130775, 74482, 5798)	130775	74482	5798	79591654608331549	720575940619767073	L		AN	GNG_unmatched			ACH	0.95	ACH		
(130424, 82198, 5798)	130424	82198	5798	79592135644644094	720575940619781914	L		AN	AN_GNG_90				0	unk		
(130865, 83299, 5798)	130865	83299	5798	79592204364125542	720575940604843710	L		AN	AN_AVLP_GNG_20			GABA	0.82	GABA		
(129575, 81596, 5798)	129575	81596	5798	79521766900486766	720575940617378843	L		AN	AN_GNG_182			ACH	0.82	ACH		
(129217, 82451, 5798)	129217	82451	5798	79521766900478174	720575940633209996	L		AN	AN_AVLP_43			ACH	0.95	ACH		
(130826, 78751, 5798)	130826	78751	5798	79591929486219820	720575940623747984	L		AN	AN_IPS_GNG_7			ACH	0.96	ACH		
(128364, 81232, 5798)	128364	81232	5798	79451329436811050	720575940629449027	L		AN	AN_GNG_IPS_7			ACH	0.9	ACH		
(129611, 77286, 5798)	129611	77286	5798	79521423303087623	720575940625727560	L		SA	SA_DMT_DMetaN_6	DMT			0	unk		
(128254, 81164, 5798)	128254	81164	5798	79451329436814554	720575940644733988	L		AN	AN_IPS_SPS_1			ACH	0.93	ACH		
(127004, 81883, 5798)	127004	81883	5798	79381029412124231	720575940620189004	L		AN	AN_GNG_36			ACH	0.79	ACH		
(129467, 73074, 5800)	129467	73074	5800	79521148424954044	720575940620205900	L		AN	AN_GNG_55			ACH	0.62	ACH		
(130128, 82084, 5798)	130128	82084	5798	79592135644647896	720575940620228428	L		AN	AN_AVLP_SAD_5			ACH	0.88	ACH		
(125012, 76674, 5798)	125012	76674	5798	79239948326383436	720575940636674190	L		AN	AN_GNG_IPS_2			ACH	0.66	ACH		
(130132, 82153, 5798)	130132	82153	5798	79592135644645369	720575940620257750	L		AN	AN_AVLP_51			ACH	0.81	ACH		
(129796, 83294, 5798)	129796	83294	5798	79521835619941334	720575940619066881	L		AN	GNG_unmatched			GABA	0.48	unk		
(130751, 84168, 5798)	130751	84168	5798	79592273083597601	720575940630137655	L		AN	AN_multi_120			ACH	0.88	ACH		
(127616, 83091, 5799)	127616	83091	5799	79381098131578095	720575940620303830	L		AN	AN_GNG_200			GABA	0.57	unk		
(130588, 78544, 5798)	130588	78544	5798	79591929486221008	720575940630404311	L		AN	AN_GNG_79			ACH	0.88	ACH		
(130798, 83330, 5798)	130798	83330	5798	79592204364127834	720575940650882937	L		AN	AN_GNG_193			GLUT	0.73	GLUT		
(129933, 78336, 5798)	129933	78336	5798	79521492022568733	720575940623225549	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(127663, 81569, 5798)	127663	81569	5798	79381029412120032	720575940620015787	L		AN	AN_GNG_158			GLUT	0.69	GLUT		
(130500, 81122, 5798)	130500	81122	5798	79592066925180759	720575940632466643	L		AN	AN_GNG_86			ACH	0.88	ACH		
(130876, 82536, 5798)	130876	82536	5798	79592135644640808	720575940627754496	L		AN	AN_GNG_140			SER	0.46	unk		
(130904, 76548, 5798)	130904	76548	5798	79591792047266057	720575940624471683	L		AN	AN_GNG_VES_10			ACH	0.89	ACH		
(129563, 76818, 5798)	129563	76818	5798	79521423303089879	720575940621068996	L		SA	SA_DMT_DMetaN_6	DMT			0	unk		
(130315, 81390, 5798)	130315	81390	5798	79592066925177282	720575940628030972	L		AN	GNG_unmatched				0	unk		
(129836, 83709, 5799)	129836	83709	5799	79521904339411424	720575940619891591	L		AN	AN_multi_33			GABA	0.59	unk		
(130505, 83904, 5798)	130505	83904	5798	79592273083595012	720575940621082623	L		SA	SA_VTV_4	VTV		ACH	0.41	unk		
(129322, 83062, 5798)	129322	83062	5798	79521835619942336	720575940635968319	L		AN	AN_GNG_SAD_25			ACH	0.9	ACH		
(129379, 82221, 5798)	129379	82221	5798	79521766900482584	720575940611444633	L		AN	AN_AVLP_53			ACH	0.92	ACH		
(127546, 83214, 5799)	127546	83214	5799	79381098131582501	720575940610624682	L		AN	AN_AVLP_5			GABA	0.82	GABA		
(130620, 84125, 5798)	130620	84125	5798	79592273083598714	720575940608787413	L		SA	SA_VTV_5	VTV		ACH	0.87	ACH		
(130300, 84167, 5798)	130300	84167	5798	79592273083595181	720575940619625792	L		SA	SA_VTV_4	VTV		ACH	0.47	unk		
(126904, 76351, 5798)	126904	76351	5798	79380617095270382	720575940640281653	L		AN	AN_SPS_GNG_1			ACH	0.56	unk		
(126427, 82710, 5799)	126427	82710	5799	79310729387397002	720575940617953241	L		AN	AN_GNG_29			GABA	0.52	unk		
(129332, 83428, 5798)	129332	83428	5798	79521835619946090	720575940623934600	L		AN	AN_GNG_65				0	unk		
(129319, 82258, 5798)	129319	82258	5798	79521766900480287	720575940610039219	L		AN	AN_AVLP_46			ACH	0.9	ACH		
(129522, 83617, 5798)	129522	83617	5798	79521904339410104	720575940615040662	L		AN	AN_GNG_193			GLUT	0.66	GLUT		
(129852, 82320, 5798)	129852	82320	5798	79521766900469816	720575940627137223	L		AN	AN_AVLP_41			ACH	0.93	ACH		
(129552, 73058, 5800)	129552	73058	5800	79521148424954614	720575940639190205	L		AN	AN_GNG_56			GLUT	0.55	unk		
(130476, 78265, 5798)	130476	78265	5798	79591860766762051	720575940615964614	L		AN	AN_multi_100			GABA	0.6	unk		
(129200, 83310, 5798)	129200	83310	5798	79521835619948456	720575940623222185	L		AN	AN_AVLP_GNG_23			GABA	0.57	unk		
(129437, 82686, 5798)	129437	82686	5798	79521835619945574	720575940611562393	L		AN	AN_multi_29			ACH	0.9	ACH		
(130874, 76723, 5798)	130874	76723	5798	79591792047274737	720575940634138743	L		AN	AN_GNG_VES_12			ACH	0.85	ACH		
(130882, 83832, 5798)	130882	83832	5798	79592273083593892	720575940612312499	L		SA	SA_VTV_6	VTV		SER	0.94	other		
(130312, 81261, 5798)	130312	81261	5798	79592066925174978	720575940644751908	L		AN	AN_GNG_85			ACH	0.85	ACH		
(130796, 82932, 5798)	130796	82932	5798	79592204364127581	720575940621978109	L		AN	AN_GNG_191				0	unk		
(130392, 82165, 5798)	130392	82165	5798	79592135644642828	720575940621978365	L		AN	AN_GNG_165			ACH	0.97	ACH		
(127194, 82756, 5799)	127194	82756	5799	79381098131578974	720575940621590237	L		AN	AN_GNG_VES_7			GABA	0.7	GABA		
(130814, 78513, 5798)	130814	78513	5798	79591929486232297	720575940614784710	L		AN	AN_multi_48				0	unk		
(127163, 79480, 5798)	127163	79480	5798	79380823253672170	720575940622140680	L		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(124536, 79774, 5798)	124536	79774	5798	79169785740611720	720575940616414859	L		AN	AN_multi_10			ACH	0.96	ACH		
(127302, 82284, 5798)	127302	82284	5798	79381029412120771	720575940639140341	L		AN	AN_VES_GNG_2			GABA	0.76	GABA		
(127886, 80669, 5798)	127886	80669	5798	79380960692635448	720575940616729211	L		SA	SA_DMT_ADMN_11	DMT			0	unk		
(129752, 84227, 5799)	129752	84227	5799	79521904339411742	720575940630456028	L		AN	AN_GNG_SAD_19			ACH	0.87	ACH		
(129647, 81360, 5798)	129647	81360	5798	79521698180990031	720575940615669826	L		AN	AN_VES_GNG_7			ACH	0.95	ACH		
(129792, 81787, 5798)	129792	81787	5798	79521766900477838	720575940638800437	L		AN	AN_AVLP_49			ACH	0.95	ACH		
(127947, 81149, 5798)	127947	81149	5798	79451329436813277	720575940630118186	L		SA	SA_DMT_ADMN_11	DMT			0	unk		
(130466, 82105, 5798)	130466	82105	5798	79592135644645351	720575940622160460	L		AN	AN_AVLP_PVLP_3			GABA	0.92	GABA		
(130294, 80028, 5798)	130294	80028	5798	79591998205702234	720575940631672268	L		AN	AN_multi_50			GABA	0.76	GABA		
(130572, 82752, 5798)	130572	82752	5798	79592204364126397	720575940622488103	L		AN	AN_GNG_167			ACH	0.62	ACH		
(130139, 77912, 5798)	130139	77912	5798	79591860766750361	720575940627425918	L		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(129090, 82381, 5798)	129090	82381	5798	79521766900481563	720575940622577300	L		AN	AN_GNG_166			ACH	0.82	ACH		
(126263, 80577, 5798)	126263	80577	5798	79310591948441758	720575940628422139	L		AN	AN_GNG_18			ACH	0.84	ACH		
(129462, 83520, 5798)	129462	83520	5798	79521835619948651	720575940622756536	L		AN	AN_GNG_69			GABA	0.54	unk		
(130136, 81656, 5798)	130136	81656	5798	79592135644655853	720575940617076052	L		AN	AN_AVLP_47			ACH	0.91	ACH		
(129255, 83569, 5798)	129255	83569	5798	79521835619941669	720575940618208310	L		AN	AN_GNG_63			GABA	0.42	unk		
(130829, 76392, 5798)	130829	76392	5798	79591723327797135	720575940637635429	L		AN	AN_multi_36			ACH	0.89	ACH		
(130377, 82535, 5798)	130377	82535	5798	79592135644653094	720575940638250293	L		AN	AN_GNG_SAD_10			ACH	0.86	ACH		
(125529, 79524, 5798)	125529	79524	5798	79240154484787259	720575940650924022	L		AN	AN_GNG_175			ACH	0.73	ACH		
(130902, 81495, 5798)	130902	81495	5798	79592066925183551	720575940622904094	L		AN	AN_GNG_92			ACH	0.91	ACH		
(130779, 83481, 5798)	130779	83481	5798	79592204364129993	720575940622915004	L		AN	AN_GNG_97			ACH	0.8	ACH		
(126555, 80364, 5798)	126555	80364	5798	79310523228980998	720575940618647768	L		AN	AN_GNG_IPS_19				0	unk		
(130256, 83940, 5798)	130256	83940	5798	79592273083593963	720575940613524973	L		AN	AN_multi_70			ACH	0.6	unk		
(129117, 82491, 5798)	129117	82491	5798	79521766900480509	720575940622948028	L		SA	SA_DLV	DLV		ACH	0.51	unk		
(130267, 84246, 5798)	130267	84246	5798	79592273083599928	720575940622949820	L		SA	SA_VTV_7	VTV		ACH	0.83	ACH		
(129773, 82009, 5798)	129773	82009	5798	79521766900482491	720575940630174033	L		AN	AN_AVLP_28			ACH	0.64	ACH		
(129876, 82259, 5798)	129876	82259	5798	79521766900480280	720575940622951757	L		AN	GNG_unmatched			ACH	0.91	ACH		
(125880, 80576, 5798)	125880	80576	5798	79310591948460501	720575940622303446	L		AN	AN_multi_14			ACH	0.87	ACH		
(129437, 81795, 5798)	129437	81795	5798	79521766900475594	720575940627963947	L		AN	AN_GNG_159			ACH	0.87	ACH		
(130008, 82142, 5798)	130008	82142	5798	79592135644650441	720575940623078221	L		AN	AN_GNG_184			ACH	0.82	ACH		
(128400, 80986, 5798)	128400	80986	5798	79451329436813186	720575940628591567	L		AN	GNG_unmatched				0	unk		
(125186, 80047, 5798)	125186	80047	5798	79240154484803163	720575940611813362	L		AN	AN_GNG_10				0	unk		
(127786, 82992, 5799)	127786	82992	5799	79381098131585310	720575940623315856	L		AN	AN_GNG_128			GABA	0.64	GABA		
(130680, 82782, 5798)	130680	82782	5798	79592204364127509	720575940623426192	L		AN	AN_GNG_167			ACH	0.53	unk		
(130121, 79877, 5798)	130121	79877	5798	79591998205702177	720575940623538884	L		AN	GNG_unmatched			ACH	0.89	ACH		
(130731, 83931, 5798)	130731	83931	5798	79592273083595023	720575940623626288	L		SA	SA_VTV_4	VTV			0	unk		
(127768, 83342, 5798)	127768	83342	5798	79381098131576083	720575940612775130	L		AN	AN_AVLP_GNG_17			ACH	0.84	ACH		
(130524, 81456, 5798)	130524	81456	5798	79592066925176179	720575940635754853	L		AN	AN_multi_55			ACH	0.92	ACH		
(129540, 83695, 5798)	129540	83695	5798	79521904339404828	720575940628114684	L		AN	AN_GNG_68			GABA	0.65	GABA		
(130207, 82446, 5798)	130207	82446	5798	79592135644648167	720575940637160937	L		AN	AN_GNG_91			ACH	0.89	ACH		
(128931, 82296, 5798)	128931	82296	5798	79451398156281347	720575940623753765	L		SA	SA_DLV	DLV		ACH	0.61	unk		
(130282, 83571, 5798)	130282	83571	5798	79592204364121449	720575940619266183	L		AN	AN_GNG_AVLP_2			GLUT	0.75	GLUT		
(125389, 77964, 5798)	125389	77964	5798	79240017045853134	720575940619361520	L		SA	SA_DMT_DMetaN_8	DMT			0	unk		
(127946, 82142, 5798)	127946	82142	5798	79451398156302799	720575940623804260	L		AN	AN_GNG_47			ACH	0.98	ACH		
(128743, 82755, 5798)	128743	82755	5798	79451466875762285	720575940608276949	L		AN	AN_AVLP_27			ACH	0.57	unk		
(129218, 82119, 5798)	129218	82119	5798	79521766900481415	720575940627064420	L		AN	AN_AVLP_18			ACH	0.9	ACH		
(129648, 81515, 5798)	129648	81515	5798	79521698180989076	720575940630461302	L		AN	AN_GNG_148			ACH	0.95	ACH		
(130503, 81011, 5798)	130503	81011	5798	79592066925179420	720575940610610990	L		AN	AN_multi_56			ACH	0.62	ACH		
(128918, 82671, 5798)	128918	82671	5798	79451466875769892	720575940626651691	L		AN	AN_AVLP_11			ACH	0.94	ACH		
(129966, 82163, 5798)	129966	82163	5798	79521766900473406	720575940624310601	L		AN	AN_GNG_165			ACH	0.91	ACH		
(130404, 82693, 5798)	130404	82693	5798	79592204364126385	720575940633432568	L		AN	AN_GNG_94			ACH	0.83	ACH		
(129363, 84152, 5798)	129363	84152	5798	79521904339411720	720575940615926796	L		AN	AN_GNG_72			GLUT	0.72	GLUT		
(128924, 82001, 5798)	128924	82001	5798	79451398156292655	720575940637629016	L		AN	AN_AVLP_45			ACH	0.83	ACH		
(129131, 82554, 5798)	129131	82554	5798	79521766900476126	720575940630163281	L		SA	SA_DLV	DLV		ACH	0.61	unk		
(129895, 83416, 5798)	129895	83416	5798	79521835619933018	720575940620887536	L		AN	AN_AVLP_PVLP_2			ACH	0.79	ACH		
(128326, 81398, 5798)	128326	81398	5798	79451329436821293	720575940624912535	L		AN	AN_GNG_45			ACH	0.95	ACH		
(129910, 82220, 5798)	129910	82220	5798	79521766900479156	720575940624933765	L		AN	AN_GNG_165			ACH	0.93	ACH		
(129828, 81908, 5798)	129828	81908	5798	79521766900481280	720575940609025092	L		AN	AN_AVLP_51			ACH	0.83	ACH		
(130148, 83561, 5798)	130148	83561	5798	79592204364128141	720575940620192677	L		AN	AN_AVLP_PVLP_7			ACH	0.8	ACH		
(126613, 75801, 5798)	126613	75801	5798	79310248351086765	720575940608073602	L		AN	AN_GNG_IPS_unmatched			ACH	0.68	ACH		
(128603, 83864, 5798)	128603	83864	5798	79451535595224787	720575940637993542	L		AN	AN_multi_20			ACH	0.97	ACH		
(127385, 82233, 5798)	127385	82233	5798	79381029412119524	720575940626985220	L		AN	AN_AVLP_GNG_2			GABA	0.86	GABA		
(129896, 81547, 5798)	129896	81547	5798	79521766900483271	720575940627283475	L		AN	AN_GNG_149			ACH	0.84	ACH		
(130124, 80145, 5798)	130124	80145	5798	79591998205703510	720575940635620709	L		AN	AN_multi_51			ACH	0.96	ACH		
(130581, 76983, 5798)	130581	76983	5798	79591792047269309	720575940621523421	L		AN	AN_multi_39			GABA	0.64	GABA		
(130245, 83120, 5798)	130245	83120	5798	79592204364118871	720575940659523969	L		AN	AN_AVLP_GNG_23				0	unk		
(130952, 81438, 5798)	130952	81438	5798	79592066925184867	720575940604912770	L		AN	AN_GNG_92			ACH	0.93	ACH		
(129405, 83191, 5798)	129405	83191	5798	79521835619943401	720575940627415827	L		AN	AN_GNG_138				0	unk		
(128209, 82365, 5798)	128209	82365	5798	79451398156286481	720575940625065786	L		AN	AN_AVLP_37			GABA	0.78	GABA		
(125087, 79845, 5798)	125087	79845	5798	79240154484788666	720575940632879917	L		AN	AN_GNG_IPS_3			ACH	0.97	ACH		
(130354, 81326, 5798)	130354	81326	5798	79592066925172524	720575940629810882	L		AN	AN_GNG_122			ACH	0.88	ACH		
(129930, 83042, 5798)	129930	83042	5798	79521835619948280	720575940626663187	L		AN	AN_AVLP_GNG_7			GABA	0.64	GABA		
(131052, 83687, 5798)	131052	83687	5798	79662641827776895	720575940625188741	L		AN	AN_AVLP_24			ACH	0.83	ACH		
(129092, 83619, 5798)	129092	83619	5798	79521904339408143	720575940625328401	L		AN	AN_GNG_69			GABA	0.55	unk		
(130145, 81525, 5798)	130145	81525	5798	79592066925167713	720575940619273126	L		AN	AN_multi_104			ACH	0.79	ACH		
(128462, 80529, 5798)	128462	80529	5798	79451329436815203	720575940619981550	L		SA	SA_DMT_ADMN_10	DMT		ACH	0.8	ACH		
(130926, 76683, 5798)	130926	76683	5798	79591792047271897	720575940627177800	L		AN	AN_GNG_VES_12			ACH	0.93	ACH		
(129089, 80934, 5798)	129089	80934	5798	79521698180995830	720575940625575592	L		AN	AN_GNG_59			ACH	0.89	ACH		
(130422, 83898, 5798)	130422	83898	5798	79592273083595007	720575940631454433	L		SA	SA_VTV_9	VTV		ACH	0.81	ACH		
(127815, 83184, 5799)	127815	83184	5799	79381098131580271	720575940628595944	L		AN	AN_AVLP_GNG_18			ACH	0.85	ACH		
(129395, 82521, 5798)	129395	82521	5798	79521766900481734	720575940625923527	L		AN	AN_AVLP_53			ACH	0.94	ACH		
(123978, 79971, 5798)	123978	79971	5798	79169785740607676	720575940620672432	L		AN	AN_FLA_PRW_1			GLUT	0.53	unk		
(130634, 84011, 5798)	130634	84011	5798	79592273083596207	720575940626022218	L		SA	SA_VTV_3	VTV			0	unk		
(130886, 83410, 5798)	130886	83410	5798	79592204364125653	720575940626046282	L		AN	AN_GNG_192			GLUT	0.81	GLUT		
(130070, 83957, 5799)	130070	83957	5799	79592273083599744	720575940626148520	L		AN	AN_multi_117			ACH	0.92	ACH		
(125308, 79240, 5798)	125308	79240	5798	79240085765330325	720575940628005676	L		AN	AN_IPS_GNG_6			ACH	0.8	ACH		
(129232, 81866, 5798)	129232	81866	5798	79521766900474432	720575940634325916	L		AN	GNG_unmatched			ACH	0.87	ACH		
(130560, 84033, 5798)	130560	84033	5798	79592273083593989	720575940626217744	L		SA	SA_VTV_1	VTV		ACH	0.58	unk		
(128930, 81285, 5798)	128930	81285	5798	79451329436812235	720575940623195725	L		AN	AN_multi_unmatched			ACH	0.97	ACH		
(127385, 83186, 5799)	127385	83186	5799	79381098131574830	720575940626232848	L		AN	AN_GNG_189			GABA	0.59	unk		
(130279, 83730, 5798)	130279	83730	5798	79592273083595990	720575940626258448	L		AN	AN_GNG_167			GLUT	0.88	GLUT		
(126570, 80281, 5798)	126570	80281	5798	79310523228966593	720575940624138569	L		AN	AN_GNG_IPS_19				0	unk		
(128179, 83709, 5798)	128179	83709	5798	79451535595225835	720575940623871015	L		AN	AN_multi_21			ACH	0.97	ACH		
